date,tweet,positive,neutral,negative,,,,,,,,,,
Thu Mar 09 21:23:50 +0000 2017,@galacticphobos I'll let you know after my first appointment in two weeks! They have lasers for dark skin &amp; I may do a chemical peel,0.55,0.59,0.45,,,,,,,,,,
Thu Mar 09 21:23:34 +0000 2017,Call me for vip pricing and floor plans and to book your appointment...4165662850 Sunny Sharma https://t.co/1sjAItYx1T,0.46,0.79,0.54,,,,,,,,,,
Thu Mar 09 21:23:29 +0000 2017,RT @DrJoshuaTepper: Congrats to @SteiniBrown on appointment as interim dean of School of Public Health @UofT_dlsph @uoft,0.39,0.89,0.61,,,,,,,,,,
Thu Mar 09 21:23:21 +0000 2017,"Doctor called, has to reschedule appointment for Tuesday.  SMH.",0.33,0.89,0.67,,,,,,,,,,
Thu Mar 09 21:23:13 +0000 2017,I had an appointment at 3 in river ranch until I realized I had no gas &amp; a flat tire. How's ur day???,0.24,0.67,0.76,,,,,,,,,,
Thu Mar 09 21:23:12 +0000 2017,RT @dooleyfunny: When you late for ya appointment &amp; ya barber already mad ! _Ÿ˜‚_Ÿ˜‚ https://t.co/oklpOlgGb9,0.29,0.59,0.71,,,,,,,,,,
Thu Mar 09 21:22:50 +0000 2017,Hello I have a v scary doctors appointment tomorrow and I'm v nervous pls all wish me luck thank u,0.34,0.02,0.66,,,,,,,,,,
Thu Mar 09 21:22:46 +0000 2017,@chillywilly123a She said they didn't take Medicare and expected to walk right in without an appointment.,0.33,0.81,0.67,,,,,,,,,,
Thu Mar 09 21:22:46 +0000 2017,Almost done w/ my hair appointment _Ÿ˜Œ,0.46,0.4,0.54,,,,,,,,,,
Thu Mar 09 21:22:41 +0000 2017,RT @l_stone: Wilson-Raybould announces appointment of Tracey Clements to PEI superior court; says total superior judge appointments now 40â€_,0.48,0.59,0.52,,,,,,,,,,
Thu Mar 09 21:22:39 +0000 2017,Give yourself one less thing to worry about after surgery - call to set up your therapy visit in advance!â€_ https://t.co/xp3GyGGTyv,0.43,0.54,0.57,,,,,,,,,,
Thu Mar 09 21:22:37 +0000 2017,I hate waiting for appointments at dentist office.. my appointment was at 2:40.. why haven't I gone back yet. There is no one here.,0.13,0.19,0.87,,,,,,,,,,
Thu Mar 09 21:22:32 +0000 2017,"RT @Darlainky: Walks into salon""Hello, I have a 10:34 appointment""""Ma'am you had a 10:30 appointment""""I don't appreciate your tone or usâ€_",0.49,0.33,0.51,,,,,,,,,,
Thu Mar 09 21:22:09 +0000 2017,Please RT? #cars Keeping an Appointment with a Dead Man https://t.co/mAed902uqm,0.5,0.69,0.5,,,,,,,,,,
Thu Mar 09 21:22:06 +0000 2017,"Our March Promotion is now underway.  For the month of March, take a selfie after your appointment and post it on... https://t.co/YbKb1nIceL",0.49,0.91,0.51,,,,,,,,,,
Thu Mar 09 21:21:57 +0000 2017,"Only problem is, from what others on social media say, an appointment from @TalkTalk engineer means nothing",0.54,0.77,0.46,,,,,,,,,,
Thu Mar 09 21:21:37 +0000 2017,Just did my first doctors appointment alone. #adultingsucks,0.41,0.58,0.59,,,,,,,,,,
Thu Mar 09 21:21:35 +0000 2017,"This is an anonymous piece that I cut and pasted:""Tolerance is requested still after every move and appointment... https://t.co/2JXoR9WGho",0.6,0.34,0.4,,,,,,,,,,
Thu Mar 09 21:21:34 +0000 2017,"RT @LaytonBhoy: His affection for the green and white is only one of the reasons why this appointment is certain to end in tears. https://â€_",0.39,0.79,0.61,,,,,,,,,,
Thu Mar 09 21:21:31 +0000 2017,"Excited and nervous, I'm being processed for a job in Vegas! _Ÿ™Œ_Ÿè_ Which is the quickest DMV to go to? Appointment is better?",0.47,0.76,0.53,,,,,,,,,,
Thu Mar 09 21:21:30 +0000 2017,"""can you get to an appointment in knowle west at 10:45"" yeah no not really",0.24,0.09,0.76,,,,,,,,,,
Thu Mar 09 21:21:22 +0000 2017,I've been trying to schedule an appointment with IHS for the past 3 days _Ÿ˜_ &amp; im not trying to do a walk in &amp; be there for 30 years.,0.22,0.71,0.78,,,,,,,,,,
Thu Mar 09 21:21:18 +0000 2017,Sad bc I canceled my tattoo appointment and I rly want another ugh _Ÿ˜__Ÿ˜ª,0.23,0.01,0.77,,,,,,,,,,
Thu Mar 09 21:21:14 +0000 2017,Thanks tomorrow I don't have class because I have an appointment! Gonna sleep all I can!!!!! _Ÿ’«_Ÿ’«_Ÿ’«_Ÿ’«,0.46,0.27,0.54,,,,,,,,,,
Thu Mar 09 21:21:05 +0000 2017,When your psychiatrist is late to the appointment _Ÿ‘€_Ÿ‘€,0.38,0.77,0.62,,,,,,,,,,
Thu Mar 09 21:21:01 +0000 2017,"Available appointment at https://t.co/j4MXlTzJ60. Thursday, March 9, 2017: 3:30pm to 4:30pm with Jeff (grad student support).",0.5,0.69,0.5,,,,,,,,,,
Thu Mar 09 21:20:58 +0000 2017,can somebody squeeze me in for a hair appointment right nowwwwww_Ÿ˜©,0.44,0.23,0.56,,,,,,,,,,
Thu Mar 09 21:20:51 +0000 2017,RT @BrooklynMoore31: Come to see this bootylicious @LoveRanchVegas and make appointment with me @Shauna4b @DennisHof. Book Now 775 372 5251â€_,0.62,0.51,0.38,,,,,,,,,,
Thu Mar 09 21:20:49 +0000 2017,"White House Against Mattis appointment Anne Patterson â€” Who worked too closely with Morsi and discouraged protests..https://t.co/gqI4UwsOOv",0.51,0.8,0.49,,,,,,,,,,
Thu Mar 09 21:20:44 +0000 2017,"@TalkTalk yet another conversation with @talktalk. finally an appointment with an engineer, 10 days later.",0.52,0.92,0.48,,,,,,,,,,
Thu Mar 09 21:20:40 +0000 2017,Booking a doctor's appointment during rush hour at an office in Gloucester (I'm in Nepean)  was not the smartest decision. #buslife,0.36,0.72,0.64,,,,,,,,,,
Thu Mar 09 21:20:36 +0000 2017,"RT @BMSTechPros: This Spring Break we headed to â€_SOUTH BEACHâ€_Schedule your appointment todayWe're available 03/10/17-03/19/17#ucf #fiuâ€_",0.48,0.78,0.52,,,,,,,,,,
Thu Mar 09 21:20:31 +0000 2017,"@xo_cnt Hey what's up Charlotte? It might be time for a new phone I work at The Verizon Store, want to get an appointment scheduled?",0.32,0.55,0.68,,,,,,,,,,
Thu Mar 09 21:20:31 +0000 2017,Missed my second enrollment appointment again this time by 3hrs and I still got my class _Ÿ˜‚,0.34,0.35,0.66,,,,,,,,,,
Thu Mar 09 21:20:26 +0000 2017,"If you need a consultation, quickly fill out our online form and weâ€™ll get you in! https://t.co/QNvhZ1jVFe",0.76,0.36,0.24,,,,,,,,,,
Thu Mar 09 21:20:23 +0000 2017,Mackenzie just called an HIV clinic and asked for an appointment,0.54,0.88,0.46,,,,,,,,,,
Thu Mar 09 21:20:22 +0000 2017,Are you ready to stop making excuses and follow through? Make an appointment to here: https://t.co/5UBjmmJpcJâ€_ https://t.co/vABNwrZMIJ,0.6,0.52,0.4,,,,,,,,,,
Thu Mar 09 21:20:20 +0000 2017,Every fucking barbers in lincoln needs an appointment what a joke,0.25,0.26,0.75,,,,,,,,,,
Thu Mar 09 21:20:19 +0000 2017,"https://t.co/Zm9G5uSAMzhttps://t.co/hCcgbjrthW_Ÿ“_07853272856 to book your mobile St Tropez Spray tan appointment. https://t.co/i9jIGG8OTF",0.44,0.81,0.56,,,,,,,,,,
Thu Mar 09 21:20:18 +0000 2017,"Fantastic appointment @JMacphersonLaw , a great enthusiast for the sport https://t.co/fOlTk5Srim",0.81,0.23,0.19,,,,,,,,,,
Thu Mar 09 21:20:13 +0000 2017,"Day 5:What a great day today,Doctors appointmentand a butt-load of workBut Sunday is coming, its going to be great!",0.53,0.26,0.47,,,,,,,,,,
Thu Mar 09 21:20:10 +0000 2017,IRS: Make an appointment and save time - #StGeorge News https://t.co/3YBDSC1YAp  -   - #stgeorge https://t.co/8unGI0N91O,0.45,0.79,0.55,,,,,,,,,,
Thu Mar 09 21:20:08 +0000 2017,"Got your hair appointment this weekend?Want it done by a salon that is in the Regional Finals of the L'Oreal... https://t.co/QKVHkuw4B5",0.54,0.83,0.46,,,,,,,,,,
Thu Mar 09 21:20:06 +0000 2017,âœ¨Our March clinic dates are available on our website - you can book an appointment that suits you directly online... https://t.co/3fITgacU2H,0.74,0.59,0.26,,,,,,,,,,
Thu Mar 09 21:20:04 +0000 2017,RT @AdamWeinstein: Congratulations to Jay Cutler on his upcoming administration appointment,0.46,0.95,0.54,,,,,,,,,,
Thu Mar 09 21:20:03 +0000 2017,"*gets job**makes appointment for piercings I want*Its too late to back out now.",0.26,0.6,0.74,,,,,,,,,,
Thu Mar 09 21:20:03 +0000 2017,Bears fans celebrate Cutler's demise but McCaskey will filibuster the appointment of a new quarterback and the position will stay vacant.,0.58,0.62,0.42,,,,,,,,,,
Thu Mar 09 21:19:59 +0000 2017,RT @bamstuan: do you need an ear doctor appointment https://t.co/DnUSlZoHWp,0.47,0.46,0.53,,,,,,,,,,
Thu Mar 09 21:19:56 +0000 2017,I should just make my appointment earlier than the 20th,0.45,0.25,0.55,,,,,,,,,,
Thu Mar 09 21:19:50 +0000 2017,@JWav0 What's up Jose? I work at The Verizon Store and would love to help out? Let me know if you wanna schedule an appointment.,0.38,0.44,0.62,,,,,,,,,,
Thu Mar 09 21:19:49 +0000 2017,"RT @SensualIsabella: AvailabilityFri 11am til 5pmSat Sun by appointmentMon bookedTues 10-5pmWed booked Thurs 9-5pmhttps://t.co/LqIMEâ€_",0.33,0.76,0.67,,,,,,,,,,
Thu Mar 09 21:19:47 +0000 2017,RT @CapelliHoole: Lovely Shellac done in the salon here at Capelli by the lovely Holly. Message for appointment. @NottingHoole @lovehoole @â€_,0.52,0.34,0.48,,,,,,,,,,
Thu Mar 09 21:19:46 +0000 2017,"this is crazy i cant believe i chose TODAY for an appointment w my counselor i wanna die,",0.21,0.05,0.79,,,,,,,,,,
Thu Mar 09 21:19:37 +0000 2017,Last orthopaedics outpatient appointment today and I'm clear to run the @BrentwoodHalf next weekend!! _Ÿ_— #whoop,0.41,0.47,0.59,,,,,,,,,,
Thu Mar 09 21:19:26 +0000 2017,I have a hair appointment tomorrow and I can't decide if I should chop all my hair off or not _Ÿ™ƒ,0.2,0.3,0.8,,,,,,,,,,
Thu Mar 09 21:19:25 +0000 2017,Fuck im Exhausted i rly have to go tl this appointment but,0.19,0.27,0.81,,,,,,,,,,
Thu Mar 09 21:19:19 +0000 2017,That time again for your doctor's appointment #geterdone,0.44,0.72,0.56,,,,,,,,,,
Thu Mar 09 21:19:19 +0000 2017,Eye tests available next Tuesday and Wednesday 0191 3863517 if you'd like to book an appointment  _Ÿ_“,0.64,0.31,0.36,,,,,,,,,,
Thu Mar 09 21:19:17 +0000 2017,RT @nycsouthpaw: This was widely reported prior to Flynn's appointment. https://t.co/nQpGRTFfQr https://t.co/HQ19yM2zM9,0.53,0.82,0.47,,,,,,,,,,
Thu Mar 09 21:19:16 +0000 2017,@jamiemillmusic @noahsarkcharity I have to go to that hospital omg my next appointment isn't until two weeks time _Ÿ˜‚,0.24,0.68,0.76,,,,,,,,,,
Thu Mar 09 21:19:09 +0000 2017,@P_wilkk did you have to make an appointment?,0.45,0.42,0.55,,,,,,,,,,
Thu Mar 09 21:19:07 +0000 2017,RT @ActionSpineDnvr: We use MuscleSound to discover muscle asymmetries and track chronic depletion. You don't have to risk an injury. Bookâ€_,0.48,0.84,0.52,,,,,,,,,,
Thu Mar 09 21:19:04 +0000 2017,âœ¨Our March clinic dates are available on our website - you can book an appointment that suits you directly online... https://t.co/6xqm1m8wCH,0.74,0.59,0.26,,,,,,,,,,
Thu Mar 09 21:19:02 +0000 2017,Lovely Shellac done in the salon here at Capelli by the lovely Holly. Message for appointment. @NottingHooleâ€_ https://t.co/9CED47YJT6,0.49,0.24,0.51,,,,,,,,,,
Thu Mar 09 21:18:57 +0000 2017,RT @JohnSentamu: Read my statement regarding +Philip Northâ€™s withdrawal: https://t.co/93mHRY9dp3 .The announcement of his appointment httpsâ€_,0.67,0.48,0.33,,,,,,,,,,
Thu Mar 09 21:30:01 +0000 2017,Schedule your service appointment today! https://t.co/dvQxYTwlls,0.47,0.58,0.53,,,,,,,,,,
Thu Mar 09 21:29:53 +0000 2017,#GOP Afraid of Their Own Appointment to Score #Trumpcare... https://t.co/hMPQGCnKRe,0.63,0.58,0.37,,,,,,,,,,
Thu Mar 09 21:29:50 +0000 2017,"Available appointment at https://t.co/bYiBwvDnbk. Thursday, March 9, 2017: 4:00pm to 4:30pm with Samrah.",0.53,0.63,0.47,,,,,,,,,,
Thu Mar 09 21:29:42 +0000 2017,RT @kaleblaze: 18 days until my next endo appointment. Really fucking hoping I start T that day _Ÿ™è_Ÿè»,0.21,0.49,0.79,,,,,,,,,,
Thu Mar 09 21:29:38 +0000 2017,@DavidJo52951945 But where's the alternative? Hopes for UKIP disappeared with Paul Nuttall's appointment. A fantastic opportunity lost!,0.71,0.51,0.29,,,,,,,,,,
Thu Mar 09 21:29:37 +0000 2017,We had a 4:15 phone appointment. Safe to say she forgot about me?,0.27,0.36,0.73,,,,,,,,,,
Thu Mar 09 21:29:32 +0000 2017,Took baby to first doc appointment and put phone away. Came out and checked the scor... WHAT THE,0.36,0.83,0.64,,,,,,,,,,
Thu Mar 09 21:29:28 +0000 2017,Congratulations to @oldbondom on his Senior Buyer appointment,0.55,0.95,0.45,,,,,,,,,,
Thu Mar 09 21:29:25 +0000 2017,Why is it getting harder to get a GP appointment? - News from Parliament https://t.co/J0ZqRckb6h,0.22,0.84,0.78,,,,,,,,,,
Thu Mar 09 21:29:19 +0000 2017,"@SocialSecurity can I get a replacement SS card in the office when I turn in my paperwork?  Also, do I need an appointment?  Thank you.",0.36,0.37,0.64,,,,,,,,,,
Thu Mar 09 21:29:01 +0000 2017,appointment @ 7 tomorrow_Ÿ_—,0.48,0.75,0.52,,,,,,,,,,
Thu Mar 09 21:29:00 +0000 2017,Appointment Copy = P____ T____,0.43,0.8,0.57,,,,,,,,,,
Thu Mar 09 21:29:00 +0000 2017,Can't wait to go to my dermatologist appointment Monday,0.37,0.33,0.63,,,,,,,,,,
Thu Mar 09 21:28:54 +0000 2017,I just got done with my dentist appointment. I fell asleep a few minutes throughout the process _Ÿ˜‚,0.3,0.3,0.7,,,,,,,,,,
Thu Mar 09 21:28:41 +0000 2017,@Steelerfan6512 @NattyCallsBS @washingtonpost or whoever scheduled a doc appointment or paid bills themselves.,0.45,0.65,0.55,,,,,,,,,,
Thu Mar 09 21:28:33 +0000 2017,@AledSeago @JohnSentamu It doesn't. But it was a silly appointment to make.,0.16,0.05,0.84,,,,,,,,,,
Thu Mar 09 21:28:19 +0000 2017,@ericleblanc36 going to book an appointment shortly!,0.47,0.86,0.53,,,,,,,,,,
Thu Mar 09 21:28:05 +0000 2017,@SopanDeb @Fahrenthold This is SUCH a dangerous appointment.  SAD,0.35,0.11,0.65,,,,,,,,,,
Thu Mar 09 21:27:57 +0000 2017,"When it's little Friday, you have a hair appointment, and your hair dresser just gets you.â€_ https://t.co/p5qIINCgtm",0.45,0.17,0.55,,,,,,,,,,
Thu Mar 09 21:27:55 +0000 2017,RT @lmaoliawyd: when u shave and the dick appointment gets canceled https://t.co/HVj7AqEfLf,0.51,0.92,0.49,,,,,,,,,,
Thu Mar 09 21:27:44 +0000 2017,"RT @sorola: I hate when I make an appointment with a business and they confirm via text, email and also a phone call.",0.41,0.69,0.59,,,,,,,,,,
Thu Mar 09 21:27:38 +0000 2017,"Bartow, Fla. (March 9, 2017) â€” County Manager Jim Freeman today announced the appointment of Joe N. Halman, Jr.... https://t.co/qKDBJn1ktB",0.44,0.95,0.56,,,,,,,,,,
Thu Mar 09 21:27:31 +0000 2017,"Mexico: Communication Assistant (Knowledge Diffusion), GS-6, Mexico City, Mexico, Temporary AppointmentNGO/UN Job VacancyOrganization: â€_",0.52,0.96,0.48,,,,,,,,,,
Thu Mar 09 21:27:29 +0000 2017,"people call to make an appointment &amp; then not know what day or time they want to come in..then say ""I'll call back let me check my schedule""",0.45,0.36,0.55,,,,,,,,,,
Thu Mar 09 21:27:25 +0000 2017,when u shave and the dick appointment gets canceled https://t.co/HVj7AqEfLf,0.46,0.92,0.54,,,,,,,,,,
Thu Mar 09 21:27:19 +0000 2017,I don't understand how I can be on time to an appointment and folks that come in after me are always taken first. _Ÿ˜’,0.3,0.23,0.7,,,,,,,,,,
Thu Mar 09 21:27:17 +0000 2017,"Finally received an Hospital appointment, only been waiting since October last year.",0.31,0.69,0.69,,,,,,,,,,
Thu Mar 09 21:27:15 +0000 2017,"RT @segalink: It broke my heart to hear the Custom boss who had just been delivered from a rickety Tokunbo upon his appointment, boast abouâ€_",0.39,0.84,0.61,,,,,,,,,,
Thu Mar 09 21:27:08 +0000 2017,RT @chloefathers: grace after a dick appointment https://t.co/zZbTm2wwdK,0.47,0.85,0.53,,,,,,,,,,
Thu Mar 09 21:27:06 +0000 2017,RT @CanadaFP: Congratulations Louise Arbour on the appointment as #UN Special Rep. of the Secretary-General for International #Migration! hâ€_,0.63,0.79,0.37,,,,,,,,,,
Thu Mar 09 21:27:03 +0000 2017,Went for my 35 week OB appointment and I'm 3cm dilated and 80% effaced!!_Ÿ˜ç,0.33,0.36,0.67,,,,,,,,,,
Thu Mar 09 21:27:00 +0000 2017,Dental Appointment Coordinator (Dallas) https://t.co/hr8T5qowjS #Dallas #Jobs,0.36,0.77,0.64,,,,,,,,,,
Thu Mar 09 21:26:56 +0000 2017,I know when I leave my doctors appointment Ima have a big ass parking ticket waiting for me because I forgot quarters :)))))))),0.2,0.3,0.8,,,,,,,,,,
Thu Mar 09 21:26:53 +0000 2017,"RT @FletchTM: Reports Deniz Aytekin, the turkish referee who awarded 2 incorrect penalties to Barcelona, will not be given another UEFA appâ€_",0.5,0.73,0.5,,,,,,,,,,
Thu Mar 09 21:26:53 +0000 2017,Zerto Announces Appointment of Yahoo! CFO Ken Goldman to its Board of Directors https://t.co/RNuHM6mWvk #Storage #PS,0.51,0.68,0.49,,,,,,,,,,
Thu Mar 09 21:26:51 +0000 2017,Samuel L. Jackson blasts Carson's slavery comment-Lack of government experience mentioned in this article for Ben Carson's appointment I-,0.5,0.85,0.5,,,,,,,,,,
Thu Mar 09 21:26:49 +0000 2017,RT @JohnSentamu: Read my statement regarding +Philip Northâ€™s withdrawal: https://t.co/93mHRY9dp3 .The announcement of his appointment httpsâ€_,0.67,0.48,0.33,,,,,,,,,,
Thu Mar 09 21:26:48 +0000 2017,"also im gonna lineart the recent animation on Saturday because im lethargic rn and i have an ECT ""introduction"" appointment tomorrow at 7 AM",0.46,0.27,0.54,,,,,,,,,,
Thu Mar 09 21:26:33 +0000 2017,RT @nycsouthpaw: This was widely reported prior to Flynn's appointment. https://t.co/nQpGRTFfQr https://t.co/HQ19yM2zM9,0.53,0.82,0.47,,,,,,,,,,
Thu Mar 09 21:26:33 +0000 2017,I spent 20 mins on phone today to get an appointment in a fortnight with mine - are they knitting these new GPs? https://t.co/O6uly4d07W,0.41,0.83,0.59,,,,,,,,,,
Thu Mar 09 21:26:32 +0000 2017,I think I just had the best doctors appointment of my entire life _Ÿ˜ç_Ÿ_‰,0.55,0.18,0.45,,,,,,,,,,
Thu Mar 09 21:26:30 +0000 2017,@xxfunkydoryxx Im waiting for an appointment for a colonoscopy hun #twittersisters xxx,0.4,0.77,0.6,,,,,,,,,,
Thu Mar 09 21:26:27 +0000 2017,"Tenable Strengthens Executive Team with Appointment of First-Ever Chief Revenue, Marketing Officers https://t.co/kkmdmYIo0L",0.64,0.92,0.36,,,,,,,,,,
Thu Mar 09 21:26:14 +0000 2017,RT @HannitysHead: You're a joke @realDonaldTrump. The appointment of Huntsman is so elementary. All of your Russian contacts are already inâ€_,0.53,0.2,0.47,,,,,,,,,,
Thu Mar 09 21:26:14 +0000 2017,RT @thesulk: The hours before a dentist appointment are faster than normal hours.,0.37,0.54,0.63,,,,,,,,,,
Thu Mar 09 21:26:07 +0000 2017,Upcoming I'll have a GI appointment and I have to do physical therapy. Guess this is growing up. Fuck.,0.33,0.21,0.67,,,,,,,,,,
Thu Mar 09 21:26:06 +0000 2017,RT @JohnSentamu: Read my statement regarding +Philip Northâ€™s withdrawal: https://t.co/93mHRY9dp3 .The announcement of his appointment httpsâ€_,0.67,0.48,0.33,,,,,,,,,,
Thu Mar 09 21:25:58 +0000 2017,$50 Cat Neuter Special is happening again this month! Give us a call to set up your appointment and take advantage of this great deal!,0.7,0.21,0.3,,,,,,,,,,
Thu Mar 09 21:25:57 +0000 2017,i'm ready to get my nails done again _Ÿ’…_Ÿè__Ÿ˜ç appointment ain't coming fast enough _Ÿ˜_,0.29,0.16,0.71,,,,,,,,,,
Thu Mar 09 21:25:52 +0000 2017,RT @pulsetoday: GP appointment waiting times to be published under new access drive says NHS England chief exec #GPnews https://t.co/PnCAcSâ€_,0.47,0.65,0.53,,,,,,,,,,
Thu Mar 09 21:25:47 +0000 2017,Her hair appointment was at 3 and she's still here.... #ClingyGirlfriends,0.4,0.86,0.6,,,,,,,,,,
Thu Mar 09 21:25:38 +0000 2017,@1sonnio I cried waiting for my last appointment on Wednesday lol.,0.33,0.24,0.67,,,,,,,,,,
Thu Mar 09 21:25:14 +0000 2017,Preparing For Your #Audiology Appointment https://t.co/QBBZEfh35O #hearing https://t.co/HsFjMsvejI,0.52,0.73,0.48,,,,,,,,,,
Thu Mar 09 21:25:13 +0000 2017,grace after a dick appointment https://t.co/zZbTm2wwdK,0.44,0.85,0.56,,,,,,,,,,
Thu Mar 09 21:25:07 +0000 2017,GP appointment waiting times to be published under new access drive says NHS England chief exec #GPnewsâ€_ https://t.co/3DZ58h3iBf,0.42,0.65,0.58,,,,,,,,,,
Thu Mar 09 21:25:07 +0000 2017,RT @SahilBulla: The only appointment I've been on time for is daily dissapointment.,0.27,0.26,0.73,,,,,,,,,,
Thu Mar 09 21:24:55 +0000 2017,BOOK YOUR MAKEUP APPOINTMENT TODAY!!! Space is limited!!! Previous MAC employees now owning their own salon! Epic Tâ€_ https://t.co/vJoIFkqYlX,0.69,0.83,0.31,,,,,,,,,,
Thu Mar 09 21:24:54 +0000 2017,RT @JohnSentamu: Read my statement regarding +Philip Northâ€™s withdrawal: https://t.co/93mHRY9dp3 .The announcement of his appointment httpsâ€_,0.67,0.48,0.33,,,,,,,,,,
Thu Mar 09 21:24:46 +0000 2017,I'm fucking dying inside. I have arrived at an appointment half an hour early and anxiety is starting to kick in. I'm probs gonna cry ;D,0.27,0.3,0.73,,,,,,,,,,
Thu Mar 09 21:24:44 +0000 2017,About to go to the doctor for my follow up appointment https://t.co/vjqAVJ3bUF,0.37,0.8,0.63,,,,,,,,,,
Thu Mar 09 21:24:38 +0000 2017,#Job: #Now Hiring home based Appointment Setter and start ASAP - Philippines. Description We are a technologyâ€_ https://t.co/VRdW3xWt7C,0.57,0.96,0.43,,,,,,,,,,
Thu Mar 09 21:24:29 +0000 2017,RT @AaronMagid: Significant that the first article new Palestinian Ambassador to the US @hzomlot posts about his appointment is from the Isâ€_,0.73,0.7,0.27,,,,,,,,,,
Thu Mar 09 21:24:24 +0000 2017,@Keeva @MangoMaCall @DNC They're appointment of Perez is is proof of that,0.58,0.63,0.42,,,,,,,,,,
Thu Mar 09 21:24:24 +0000 2017,In need of a little relaxation? Book an appointment at our student clinic today. Call 604-681-4450 and press 1 forâ€_ https://t.co/wDGhOmho46,0.42,0.65,0.58,,,,,,,,,,
Thu Mar 09 21:23:59 +0000 2017,"""My husband went to the dentist. I have not yet made an appointment because I haven't forgiven the receptionist... I'm working on it.""",0.27,0.34,0.73,,,,,,,,,,
Thu Mar 09 21:23:50 +0000 2017,@galacticphobos I'll let you know after my first appointment in two weeks! They have lasers for dark skin &amp; I may do a chemical peel,0.55,0.59,0.45,,,,,,,,,,
Thu Mar 09 21:23:34 +0000 2017,Call me for vip pricing and floor plans and to book your appointment...4165662850 Sunny Sharma https://t.co/1sjAItYx1T,0.46,0.79,0.54,,,,,,,,,,
Thu Mar 09 21:23:29 +0000 2017,RT @DrJoshuaTepper: Congrats to @SteiniBrown on appointment as interim dean of School of Public Health @UofT_dlsph @uoft,0.39,0.89,0.61,,,,,,,,,,
Thu Mar 09 21:23:21 +0000 2017,"Doctor called, has to reschedule appointment for Tuesday.  SMH.",0.33,0.89,0.67,,,,,,,,,,
Thu Mar 09 21:23:13 +0000 2017,I had an appointment at 3 in river ranch until I realized I had no gas &amp; a flat tire. How's ur day???,0.24,0.67,0.76,,,,,,,,,,
Thu Mar 09 21:23:12 +0000 2017,RT @dooleyfunny: When you late for ya appointment &amp; ya barber already mad ! _Ÿ˜‚_Ÿ˜‚ https://t.co/oklpOlgGb9,0.29,0.59,0.71,,,,,,,,,,
Thu Mar 09 21:22:50 +0000 2017,Hello I have a v scary doctors appointment tomorrow and I'm v nervous pls all wish me luck thank u,0.34,0.02,0.66,,,,,,,,,,
Thu Mar 09 21:22:46 +0000 2017,@chillywilly123a She said they didn't take Medicare and expected to walk right in without an appointment.,0.33,0.81,0.67,,,,,,,,,,
Thu Mar 09 21:22:46 +0000 2017,Almost done w/ my hair appointment _Ÿ˜Œ,0.46,0.4,0.54,,,,,,,,,,
Thu Mar 09 21:22:41 +0000 2017,RT @l_stone: Wilson-Raybould announces appointment of Tracey Clements to PEI superior court; says total superior judge appointments now 40â€_,0.48,0.59,0.52,,,,,,,,,,
Thu Mar 09 21:22:39 +0000 2017,Give yourself one less thing to worry about after surgery - call to set up your therapy visit in advance!â€_ https://t.co/xp3GyGGTyv,0.43,0.54,0.57,,,,,,,,,,
Thu Mar 09 21:22:37 +0000 2017,I hate waiting for appointments at dentist office.. my appointment was at 2:40.. why haven't I gone back yet. There is no one here.,0.13,0.19,0.87,,,,,,,,,,
Thu Mar 09 21:22:32 +0000 2017,"RT @Darlainky: Walks into salon""Hello, I have a 10:34 appointment""""Ma'am you had a 10:30 appointment""""I don't appreciate your tone or usâ€_",0.49,0.33,0.51,,,,,,,,,,
Thu Mar 09 21:22:09 +0000 2017,Please RT? #cars Keeping an Appointment with a Dead Man https://t.co/mAed902uqm,0.5,0.69,0.5,,,,,,,,,,
Thu Mar 09 21:22:06 +0000 2017,"Our March Promotion is now underway.  For the month of March, take a selfie after your appointment and post it on... https://t.co/YbKb1nIceL",0.49,0.91,0.51,,,,,,,,,,
Thu Mar 09 21:21:57 +0000 2017,"Only problem is, from what others on social media say, an appointment from @TalkTalk engineer means nothing",0.54,0.77,0.46,,,,,,,,,,
Thu Mar 09 21:21:37 +0000 2017,Just did my first doctors appointment alone. #adultingsucks,0.41,0.58,0.59,,,,,,,,,,
Thu Mar 09 21:21:35 +0000 2017,"This is an anonymous piece that I cut and pasted:""Tolerance is requested still after every move and appointment... https://t.co/2JXoR9WGho",0.6,0.34,0.4,,,,,,,,,,
Thu Mar 09 21:21:34 +0000 2017,"RT @LaytonBhoy: His affection for the green and white is only one of the reasons why this appointment is certain to end in tears. https://â€_",0.39,0.79,0.61,,,,,,,,,,
Thu Mar 09 21:21:31 +0000 2017,"Excited and nervous, I'm being processed for a job in Vegas! _Ÿ™Œ_Ÿè_ Which is the quickest DMV to go to? Appointment is better?",0.47,0.76,0.53,,,,,,,,,,
Thu Mar 09 21:21:30 +0000 2017,"""can you get to an appointment in knowle west at 10:45"" yeah no not really",0.24,0.09,0.76,,,,,,,,,,
Thu Mar 09 21:21:22 +0000 2017,I've been trying to schedule an appointment with IHS for the past 3 days _Ÿ˜_ &amp; im not trying to do a walk in &amp; be there for 30 years.,0.22,0.71,0.78,,,,,,,,,,
Thu Mar 09 21:21:18 +0000 2017,Sad bc I canceled my tattoo appointment and I rly want another ugh _Ÿ˜__Ÿ˜ª,0.23,0.01,0.77,,,,,,,,,,
